,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
20,2024-12-26,Milton Keynes Dons,Notts County,"1,28","0,80",No decision Made,"Home: Milton Keynes Dons, Away: Notts County
Pts (All M): 30 VS 31
Pts Against Higher: 7 VS 6
Pts (Last 5): 12 VS 2
Position: 9 VS 7

BTTS (All M): 0.55 VS 0.64
Shots (All M):  11.1 VS 12.5
Shots (Last 5):  11.0 VS 13.0
Shots (AHR):  10.4 VS 13.4

Shots Tar (All M):  5.1 VS 4.1
Shots Tar (Last 5):  6.0 VS 4.0
Shots Tar (AHR):  4.6 VS 4.9

HT Gs (All M)):  1.0 VS 0.5
HT Gs (Last 5):  1.0 VS 0.2
HT Gs (AHR):  0.8 VS 0.4
FT Gs (All M)):  1.6 VS 1.4
FT Gs (Last 5):  2.2 VS 0.8
FT Gs (AHR):  1.0 VS 1.4

Scored at least 1 Goal (All M):  0.82 VS 0.73
Average conceded per match (All M): 0.91 VS 1.45
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.6 VS 0.71
"
21,2024-12-26,Salford,Barrow,"0,86","0,34",No decision Made,"Home: Salford, Away: Barrow
Pts (All M): 30 VS 26
Pts Against Higher: 12 VS 5
Pts (Last 5): 9 VS 2
Position: 10 VS 16

BTTS (All M): 0.3 VS 0.3
Shots (All M):  14.3 VS 9.3
Shots (Last 5):  17.2 VS 8.6
Shots (AHR):  13.7 VS 8.7

Shots Tar (All M):  4.3 VS 2.9
Shots Tar (Last 5):  5.2 VS 2.6
Shots Tar (AHR):  4.6 VS 3.0

HT Gs (All M)):  0.6 VS 0.3
HT Gs (Last 5):  1.0 VS 0.2
HT Gs (AHR):  0.6 VS 0.4
FT Gs (All M)):  1.2 VS 0.5
FT Gs (Last 5):  1.6 VS 0.4
FT Gs (AHR):  1.1 VS 0.6

Scored at least 1 Goal (All M):  0.7 VS 0.4
Average conceded per match (All M): 0.9 VS 1.0
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.71 VS 0.43
"
22,2024-12-26,Tranmere,Accrington,"1,04","1,31",No decision Made,"Home: Tranmere, Away: Accrington
Pts (All M): 21 VS 19
Pts Against Higher: 12 VS 8
Pts (Last 5): 7 VS 5
Position: 20 VS 21

BTTS (All M): 0.4 VS 0.8
Shots (All M):  14.6 VS 11.1
Shots (Last 5):  17.8 VS 11.0
Shots (AHR):  14.2 VS 11.1

Shots Tar (All M):  3.5 VS 4.7
Shots Tar (Last 5):  4.2 VS 5.0
Shots Tar (AHR):  3.7 VS 4.7

HT Gs (All M)):  0.4 VS 0.4
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.4 VS 0.4
FT Gs (All M)):  0.8 VS 1.4
FT Gs (Last 5):  1.2 VS 1.8
FT Gs (AHR):  0.7 VS 1.4

Scored at least 1 Goal (All M):  0.5 VS 0.9
Average conceded per match (All M): 1.0 VS 2.2
Scored at least 1 Goal (Last 5)):  0.6 VS 1.0
Scored at least 1 Goal (AHR):  0.44 VS 0.9
"
23,2024-12-26,Walsall,Doncaster,"1,33","1,74",No decision Made,"Home: Walsall, Away: Doncaster
Pts (All M): 43 VS 36
Pts Against Higher: 1 VS 3
Pts (Last 5): 11 VS 10
Position: 1 VS 3

BTTS (All M): 0.7 VS 0.6
Shots (All M):  14.7 VS 13.6
Shots (Last 5):  14.4 VS 12.8
Shots (AHR):  12.0 VS 7.0

Shots Tar (All M):  4.7 VS 4.9
Shots Tar (Last 5):  4.6 VS 4.2
Shots Tar (AHR):  2.0 VS 2.0

HT Gs (All M)):  0.8 VS 0.8
HT Gs (Last 5):  0.6 VS 0.6
HT Gs (AHR):  0.0 VS 0.5
FT Gs (All M)):  2.1 VS 1.6
FT Gs (Last 5):  2.0 VS 1.6
FT Gs (AHR):  1.0 VS 1.5

Scored at least 1 Goal (All M):  1.0 VS 0.7
Average conceded per match (All M): 1.4 VS 1.3
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  1.0 VS 0.5
"
24,2024-12-26,Bolton,Barnsley,"1,37","1,79",No decision Made,"Home: Bolton, Away: Barnsley
Pts (All M): 31 VS 30
Pts Against Higher: 4 VS 9
Pts (Last 5): 12 VS 10
Position: 7 VS 9

BTTS (All M): 0.5 VS 0.5
Shots (All M):  15.3 VS 10.2
Shots (Last 5):  15.8 VS 11.4
Shots (AHR):  11.3 VS 10.0

Shots Tar (All M):  5.1 VS 3.7
Shots Tar (Last 5):  5.4 VS 3.4
Shots Tar (AHR):  5.7 VS 2.4

HT Gs (All M)):  0.4 VS 0.8
HT Gs (Last 5):  0.0 VS 0.6
HT Gs (AHR):  1.3 VS 0.4
FT Gs (All M)):  1.5 VS 1.4
FT Gs (Last 5):  1.6 VS 1.4
FT Gs (AHR):  1.7 VS 1.2

Scored at least 1 Goal (All M):  0.6 VS 0.7
Average conceded per match (All M): 1.5 VS 1.1
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.33 VS 0.6
"
25,2024-12-26,Charlton,Cambridge,"1,22","0,79",No decision Made,"Home: Charlton, Away: Cambridge
Pts (All M): 27 VS 17
Pts Against Higher: 13 VS 4
Pts (Last 5): 6 VS 5
Position: 13 VS 22

BTTS (All M): 0.56 VS 0.4
Shots (All M):  10.9 VS 10.8
Shots (Last 5):  11.8 VS 11.2
Shots (AHR):  10.9 VS 11.1

Shots Tar (All M):  3.9 VS 3.4
Shots Tar (Last 5):  4.0 VS 4.0
Shots Tar (AHR):  3.9 VS 3.8

HT Gs (All M)):  0.2 VS 0.3
HT Gs (Last 5):  0.2 VS 0.4
HT Gs (AHR):  0.2 VS 0.4
FT Gs (All M)):  1.1 VS 0.7
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  1.1 VS 0.9

Scored at least 1 Goal (All M):  0.89 VS 0.5
Average conceded per match (All M): 0.89 VS 2.0
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.89 VS 0.62
"
26,2024-12-26,Exeter,Bristol Rvs,"1,02","0,76",No decision Made,"Home: Exeter, Away: Bristol Rvs
Pts (All M): 27 VS 22
Pts Against Higher: 11 VS 4
Pts (Last 5): 5 VS 3
Position: 12 VS 19

BTTS (All M): 0.4 VS 0.4
Shots (All M):  10.8 VS 9.2
Shots (Last 5):  7.2 VS 7.2
Shots (AHR):  10.8 VS 8.6

Shots Tar (All M):  2.9 VS 2.3
Shots Tar (Last 5):  1.6 VS 1.4
Shots Tar (AHR):  2.8 VS 1.9

HT Gs (All M)):  0.6 VS 0.1
HT Gs (Last 5):  0.6 VS 0.0
HT Gs (AHR):  0.6 VS 0.1
FT Gs (All M)):  1.0 VS 0.8
FT Gs (Last 5):  0.8 VS 0.4
FT Gs (AHR):  1.0 VS 0.6

Scored at least 1 Goal (All M):  0.8 VS 0.5
Average conceded per match (All M): 1.0 VS 1.7
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  0.78 VS 0.44
"
27,2024-12-26,Huddersfield,Stockport,"1,98","1,23",No decision Made,"Home: Huddersfield, Away: Stockport
Pts (All M): 39 VS 36
Pts Against Higher: 4 VS 2
Pts (Last 5): 13 VS 4
Position: 4 VS 5

BTTS (All M): 0.5 VS 0.6
Shots (All M):  13.2 VS 11.3
Shots (Last 5):  12.8 VS 10.2
Shots (AHR):  14.0 VS 11.8

Shots Tar (All M):  5.1 VS 5.1
Shots Tar (Last 5):  5.6 VS 4.4
Shots Tar (AHR):  5.5 VS 4.8

HT Gs (All M)):  0.6 VS 0.8
HT Gs (Last 5):  0.8 VS 1.0
HT Gs (AHR):  0.0 VS 0.5
FT Gs (All M)):  1.6 VS 1.4
FT Gs (Last 5):  2.0 VS 1.2
FT Gs (AHR):  2.0 VS 0.8

Scored at least 1 Goal (All M):  0.9 VS 0.9
Average conceded per match (All M): 1.0 VS 1.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 0.75
"
28,2024-12-26,Leyton Orient,Crawley Town,"1,51","0,88",No decision Made,"Home: Leyton Orient, Away: Crawley Town
Pts (All M): 25 VS 19
Pts Against Higher: 11 VS 4
Pts (Last 5): 10 VS 5
Position: 15 VS 21

BTTS (All M): 0.3 VS 0.4
Shots (All M):  12.7 VS 12.8
Shots (Last 5):  13.8 VS 11.8
Shots (AHR):  12.8 VS 13.2

Shots Tar (All M):  4.7 VS 4.5
Shots Tar (Last 5):  5.6 VS 4.2
Shots Tar (AHR):  4.9 VS 5.0

HT Gs (All M)):  0.7 VS 0.3
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.8 VS 0.4
FT Gs (All M)):  1.1 VS 0.8
FT Gs (Last 5):  1.4 VS 1.0
FT Gs (AHR):  1.2 VS 0.9

Scored at least 1 Goal (All M):  0.6 VS 0.5
Average conceded per match (All M): 0.9 VS 1.6
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  0.67 VS 0.5
"
29,2024-12-26,Peterboro,Mansfield,"1,42","1,42",No decision Made,"Home: Peterboro, Away: Mansfield
Pts (All M): 24 VS 28
Pts Against Higher: 7 VS 10
Pts (Last 5): 9 VS 4
Position: 16 VS 10

BTTS (All M): 0.73 VS 0.44
Shots (All M):  11.3 VS 9.1
Shots (Last 5):  12.8 VS 9.0
Shots (AHR):  10.7 VS 9.1

Shots Tar (All M):  5.1 VS 2.6
Shots Tar (Last 5):  6.4 VS 1.8
Shots Tar (AHR):  3.7 VS 2.4

HT Gs (All M)):  1.2 VS 0.6
HT Gs (Last 5):  1.8 VS 0.4
HT Gs (AHR):  0.7 VS 0.5
FT Gs (All M)):  2.3 VS 1.1
FT Gs (Last 5):  3.2 VS 0.6
FT Gs (AHR):  1.5 VS 1.0

Scored at least 1 Goal (All M):  0.73 VS 0.67
Average conceded per match (All M): 1.73 VS 1.22
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.67 VS 0.62
"
30,2024-12-26,Reading,Northampton,"1,72","1,19",No decision Made,"Home: Reading, Away: Northampton
Pts (All M): 31 VS 21
Pts Against Higher: 12 VS 6
Pts (Last 5): 12 VS 2
Position: 6 VS 20

BTTS (All M): 0.33 VS 0.64
Shots (All M):  13.1 VS 8.4
Shots (Last 5):  13.2 VS 7.4
Shots (AHR):  12.7 VS 9.0

Shots Tar (All M):  5.0 VS 3.4
Shots Tar (Last 5):  5.6 VS 3.2
Shots Tar (AHR):  4.2 VS 3.8

HT Gs (All M)):  0.7 VS 0.4
HT Gs (Last 5):  0.8 VS 0.0
HT Gs (AHR):  0.3 VS 0.7
FT Gs (All M)):  1.9 VS 0.9
FT Gs (Last 5):  2.2 VS 0.4
FT Gs (AHR):  1.2 VS 1.5

Scored at least 1 Goal (All M):  0.78 VS 0.64
Average conceded per match (All M): 0.78 VS 1.73
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.67 VS 1.0
"
31,2024-12-26,Rotherham,Wigan,"1,16","1,20",No decision Made,"Home: Rotherham, Away: Wigan
Pts (All M): 23 VS 24
Pts Against Higher: 12 VS 12
Pts (Last 5): 12 VS 7
Position: 18 VS 17

BTTS (All M): 0.44 VS 0.2
Shots (All M):  14.3 VS 9.3
Shots (Last 5):  14.2 VS 8.8
Shots (AHR):  12.8 VS 9.6

Shots Tar (All M):  4.9 VS 3.3
Shots Tar (Last 5):  5.6 VS 3.4
Shots Tar (AHR):  4.7 VS 3.4

HT Gs (All M)):  0.4 VS 0.6
HT Gs (Last 5):  0.6 VS 0.8
HT Gs (AHR):  0.2 VS 0.7
FT Gs (All M)):  1.4 VS 1.0
FT Gs (Last 5):  1.8 VS 1.0
FT Gs (AHR):  1.3 VS 1.1

Scored at least 1 Goal (All M):  0.67 VS 0.5
Average conceded per match (All M): 0.89 VS 0.9
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.67 VS 0.56
"
32,2024-12-26,Shrewsbury,Lincoln,"1,02","1,75",No decision Made,"Home: Shrewsbury, Away: Lincoln
Pts (All M): 12 VS 31
Pts Against Higher: 3 VS 14
Pts (Last 5): 3 VS 3
Position: 23 VS 8

BTTS (All M): 0.5 VS 0.55
Shots (All M):  8.9 VS 9.8
Shots (Last 5):  8.8 VS 12.6
Shots (AHR):  6.2 VS 9.8

Shots Tar (All M):  2.7 VS 2.9
Shots Tar (Last 5):  3.0 VS 3.0
Shots Tar (AHR):  2.0 VS 2.9

HT Gs (All M)):  0.6 VS 0.5
HT Gs (Last 5):  0.6 VS 0.4
HT Gs (AHR):  0.5 VS 0.5
FT Gs (All M)):  1.0 VS 1.1
FT Gs (Last 5):  1.0 VS 0.8
FT Gs (AHR):  1.0 VS 1.1

Scored at least 1 Goal (All M):  0.6 VS 0.73
Average conceded per match (All M): 2.0 VS 1.18
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.5 VS 0.73
"
35,2024-12-26,Brescia,Modena,"1,42","1,11",No decision Made,"Home: Brescia, Away: Modena
Pts (All M): 21 VS 23
Pts Against Higher: 9 VS 7
Pts (Last 5): 3 VS 5
Position: 13 VS 10

BTTS (All M): 0.56 VS 0.56
Shots (All M):  14.6 VS 9.1
Shots (Last 5):  13.4 VS 9.8
Shots (AHR):  13.3 VS 9.0

Shots Tar (All M):  5.4 VS 3.2
Shots Tar (Last 5):  4.6 VS 3.4
Shots Tar (AHR):  4.8 VS 3.2

HT Gs (All M)):  0.9 VS 0.6
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.8 VS 0.6
FT Gs (All M)):  1.6 VS 0.9
FT Gs (Last 5):  1.2 VS 0.4
FT Gs (AHR):  1.3 VS 0.9

Scored at least 1 Goal (All M):  0.78 VS 0.67
Average conceded per match (All M): 1.44 VS 1.22
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.83 VS 0.62
"
37,2024-12-26,Cosenza,Catanzaro,"0,83","0,91",No decision Made,"Home: Cosenza, Away: Catanzaro
Pts (All M): 20 VS 23
Pts Against Higher: 6 VS 9
Pts (Last 5): 3 VS 7
Position: 14 VS 9

BTTS (All M): 0.44 VS 0.5
Shots (All M):  18.1 VS 9.9
Shots (Last 5):  20.2 VS 11.2
Shots (AHR):  18.0 VS 9.9

Shots Tar (All M):  4.6 VS 3.5
Shots Tar (Last 5):  4.4 VS 4.8
Shots Tar (AHR):  4.6 VS 3.5

HT Gs (All M)):  0.4 VS 0.2
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.4 VS 0.2
FT Gs (All M)):  0.7 VS 1.0
FT Gs (Last 5):  0.6 VS 1.6
FT Gs (AHR):  0.6 VS 1.0

Scored at least 1 Goal (All M):  0.56 VS 0.5
Average conceded per match (All M): 0.89 VS 1.12
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.6 VS 0.5
"
38,2024-12-26,Frosinone,Salernitana,"0,97","0,77",No decision Made,"Home: Frosinone, Away: Salernitana
Pts (All M): 16 VS 18
Pts Against Higher: 8 VS 6
Pts (Last 5): 5 VS 5
Position: 20 VS 17

BTTS (All M): 0.56 VS 0.5
Shots (All M):  13.9 VS 8.9
Shots (Last 5):  11.6 VS 8.4
Shots (AHR):  13.9 VS 8.9

Shots Tar (All M):  4.6 VS 3.5
Shots Tar (Last 5):  3.4 VS 3.0
Shots Tar (AHR):  4.6 VS 3.5

HT Gs (All M)):  0.6 VS 0.2
HT Gs (Last 5):  0.8 VS 0.2
HT Gs (AHR):  0.6 VS 0.2
FT Gs (All M)):  0.9 VS 0.8
FT Gs (Last 5):  1.0 VS 0.8
FT Gs (AHR):  0.9 VS 0.8

Scored at least 1 Goal (All M):  0.56 VS 0.62
Average conceded per match (All M): 1.33 VS 1.5
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.56 VS 0.62
"
39,2024-12-26,Palermo,Bari,"1,01","0,72",No decision Made,"Home: Palermo, Away: Bari
Pts (All M): 21 VS 24
Pts Against Higher: 4 VS 7
Pts (Last 5): 7 VS 6
Position: 12 VS 7

BTTS (All M): 0.38 VS 0.38
Shots (All M):  20.5 VS 12.0
Shots (Last 5):  22.2 VS 8.8
Shots (AHR):  20.3 VS 11.9

Shots Tar (All M):  6.1 VS 3.6
Shots Tar (Last 5):  6.8 VS 2.0
Shots Tar (AHR):  5.7 VS 3.0

HT Gs (All M)):  0.6 VS 0.8
HT Gs (Last 5):  1.0 VS 0.8
HT Gs (AHR):  0.7 VS 0.7
FT Gs (All M)):  0.9 VS 1.0
FT Gs (Last 5):  1.2 VS 0.8
FT Gs (AHR):  1.0 VS 0.7

Scored at least 1 Goal (All M):  0.62 VS 0.62
Average conceded per match (All M): 0.75 VS 0.75
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.67 VS 0.57
"
40,2024-12-26,Reggiana,Juve Stabia,"0,86","1,43",No decision Made,"Home: Reggiana, Away: Juve Stabia
Pts (All M): 18 VS 28
Pts Against Higher: 1 VS 14
Pts (Last 5): 4 VS 9
Position: 18 VS 4

BTTS (All M): 0.33 VS 0.56
Shots (All M):  12.7 VS 8.3
Shots (Last 5):  11.8 VS 7.6
Shots (AHR):  13.0 VS 8.3

Shots Tar (All M):  4.1 VS 3.4
Shots Tar (Last 5):  3.6 VS 3.4
Shots Tar (AHR):  3.3 VS 3.4

HT Gs (All M)):  0.6 VS 0.7
HT Gs (Last 5):  0.6 VS 0.8
HT Gs (AHR):  0.7 VS 0.7
FT Gs (All M)):  1.0 VS 1.1
FT Gs (Last 5):  0.8 VS 1.4
FT Gs (AHR):  0.7 VS 1.1

Scored at least 1 Goal (All M):  0.56 VS 0.56
Average conceded per match (All M): 1.22 VS 1.0
Scored at least 1 Goal (Last 5)):  0.4 VS 0.8
Scored at least 1 Goal (AHR):  0.33 VS 0.56
"
41,2024-12-26,Sampdoria,Carrarese,"1,41","0,60",No decision Made,"Home: Sampdoria, Away: Carrarese
Pts (All M): 19 VS 23
Pts Against Higher: 6 VS 5
Pts (Last 5): 5 VS 5
Position: 15 VS 8

BTTS (All M): 0.25 VS 0.44
Shots (All M):  13.4 VS 10.1
Shots (Last 5):  15.4 VS 10.4
Shots (AHR):  14.3 VS 10.1

Shots Tar (All M):  4.4 VS 3.6
Shots Tar (Last 5):  5.4 VS 3.6
Shots Tar (AHR):  5.2 VS 3.6

HT Gs (All M)):  0.4 VS 0.3
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.3 VS 0.3
FT Gs (All M)):  0.8 VS 0.7
FT Gs (Last 5):  1.0 VS 0.4
FT Gs (AHR):  0.8 VS 0.7

Scored at least 1 Goal (All M):  0.5 VS 0.56
Average conceded per match (All M): 0.88 VS 1.78
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  0.5 VS 0.56
"
43,2024-12-26,Sudtirol,Cittadella,"1,74","1,26",No decision Made,"Home: Sudtirol, Away: Cittadella
Pts (All M): 17 VS 18
Pts Against Higher: 8 VS 9
Pts (Last 5): 2 VS 3
Position: 19 VS 16

BTTS (All M): 0.78 VS 0.33
Shots (All M):  12.4 VS 11.8
Shots (Last 5):  10.2 VS 12.4
Shots (AHR):  12.4 VS 11.8

Shots Tar (All M):  4.3 VS 2.8
Shots Tar (Last 5):  3.4 VS 3.0
Shots Tar (AHR):  4.3 VS 2.8

HT Gs (All M)):  0.6 VS 0.3
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.6 VS 0.3
FT Gs (All M)):  1.2 VS 0.8
FT Gs (Last 5):  0.8 VS 0.8
FT Gs (AHR):  1.2 VS 0.8

Scored at least 1 Goal (All M):  0.78 VS 0.67
Average conceded per match (All M): 2.0 VS 2.22
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.78 VS 0.67
"
44,2024-12-26,Antwerp,Genk,"1,32","1,01",No decision Made,"Home: Antwerp, Away: Genk
Pts (All M): 31 VS 41
Pts Against Higher: 3 VS 6
Pts (Last 5): 10 VS 4
Position: 4 VS 1

BTTS (All M): 0.44 VS 0.56
Shots (All M):  17.1 VS 16.3
Shots (Last 5):  19.8 VS 15.0
Shots (AHR):  15.7 VS 13.2

Shots Tar (All M):  5.9 VS 5.8
Shots Tar (Last 5):  6.0 VS 3.6
Shots Tar (AHR):  5.0 VS 4.2

HT Gs (All M)):  0.8 VS 0.9
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.3 VS 0.2
FT Gs (All M)):  2.4 VS 1.7
FT Gs (Last 5):  2.6 VS 1.0
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.89 VS 0.78
Average conceded per match (All M): 0.89 VS 2.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.67 VS 0.5
"
45,2024-12-26,Club Brugge,Westerlo,"2,16","1,49",No decision Made,"Home: Club Brugge, Away: Westerlo
Pts (All M): 38 VS 23
Pts Against Higher: 14 VS 4
Pts (Last 5): 13 VS 3
Position: 2 VS 11

BTTS (All M): 0.56 VS 0.56
Shots (All M):  19.9 VS 13.2
Shots (Last 5):  17.8 VS 12.8
Shots (AHR):  19.9 VS 13.0

Shots Tar (All M):  7.7 VS 5.2
Shots Tar (Last 5):  7.6 VS 4.4
Shots Tar (AHR):  6.9 VS 5.8

HT Gs (All M)):  0.9 VS 0.6
HT Gs (Last 5):  1.2 VS 0.2
HT Gs (AHR):  0.4 VS 0.8
FT Gs (All M)):  2.6 VS 1.1
FT Gs (Last 5):  3.2 VS 0.6
FT Gs (AHR):  1.9 VS 1.6

Scored at least 1 Goal (All M):  1.0 VS 0.56
Average conceded per match (All M): 0.89 VS 1.89
Scored at least 1 Goal (Last 5)):  1.0 VS 0.4
Scored at least 1 Goal (AHR):  1.0 VS 0.8
"
46,2024-12-26,Gent,St. Gilloise,"1,42","0,30",No decision Made,"Home: Gent, Away: St. Gilloise
Pts (All M): 30 VS 28
Pts Against Higher: 7 VS 4
Pts (Last 5): 10 VS 5
Position: 5 VS 6

BTTS (All M): 0.44 VS 0.44
Shots (All M):  14.7 VS 11.7
Shots (Last 5):  13.0 VS 11.6
Shots (AHR):  15.8 VS 11.0

Shots Tar (All M):  5.7 VS 4.2
Shots Tar (Last 5):  5.0 VS 4.0
Shots Tar (AHR):  6.0 VS 4.2

HT Gs (All M)):  1.3 VS 0.3
HT Gs (Last 5):  1.2 VS 0.4
HT Gs (AHR):  1.0 VS 0.2
FT Gs (All M)):  2.1 VS 0.7
FT Gs (Last 5):  2.2 VS 0.6
FT Gs (AHR):  1.8 VS 0.4

Scored at least 1 Goal (All M):  0.89 VS 0.44
Average conceded per match (All M): 0.78 VS 1.0
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.8 VS 0.4
"
47,2024-12-26,Kortrijk,Charleroi,"1,18","1,31",No decision Made,"Home: Kortrijk, Away: Charleroi
Pts (All M): 18 VS 24
Pts Against Higher: 9 VS 7
Pts (Last 5): 9 VS 3
Position: 14 VS 9

BTTS (All M): 0.44 VS 0.4
Shots (All M):  12.8 VS 13.6
Shots (Last 5):  11.6 VS 12.0
Shots (AHR):  12.9 VS 13.6

Shots Tar (All M):  4.4 VS 4.6
Shots Tar (Last 5):  4.2 VS 4.0
Shots Tar (AHR):  4.1 VS 4.6

HT Gs (All M)):  0.4 VS 0.7
HT Gs (Last 5):  0.8 VS 0.2
HT Gs (AHR):  0.6 VS 0.7
FT Gs (All M)):  1.0 VS 1.0
FT Gs (Last 5):  1.4 VS 0.8
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.67 VS 0.4
Average conceded per match (All M): 1.33 VS 1.7
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.57 VS 0.4
"
48,2024-12-26,Mechelen,Standard,"3,08","0,78",No decision Made,"Home: Mechelen, Away: Standard
Pts (All M): 26 VS 24
Pts Against Higher: 8 VS 5
Pts (Last 5): 8 VS 2
Position: 7 VS 10

BTTS (All M): 0.6 VS 0.11
Shots (All M):  14.0 VS 8.8
Shots (Last 5):  14.2 VS 11.8
Shots (AHR):  14.4 VS 8.4

Shots Tar (All M):  6.2 VS 2.7
Shots Tar (Last 5):  6.2 VS 3.8
Shots Tar (AHR):  5.7 VS 3.1

HT Gs (All M)):  0.9 VS 0.2
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.9 VS 0.3
FT Gs (All M)):  2.4 VS 0.3
FT Gs (Last 5):  1.8 VS 0.2
FT Gs (AHR):  2.3 VS 0.4

Scored at least 1 Goal (All M):  1.0 VS 0.22
Average conceded per match (All M): 1.3 VS 1.67
Scored at least 1 Goal (Last 5)):  1.0 VS 0.2
Scored at least 1 Goal (AHR):  1.0 VS 0.29
"
51,2024-12-26,Hearts,Hibernian,"1,41","0,98",No decision Made,"Home: Hearts, Away: Hibernian
Pts (All M): 16 VS 18
Pts Against Higher: 8 VS 8
Pts (Last 5): 7 VS 7
Position: 10 VS 8

BTTS (All M): 0.56 VS 0.44
Shots (All M):  15.2 VS 12.3
Shots (Last 5):  14.6 VS 12.4
Shots (AHR):  15.0 VS 12.3

Shots Tar (All M):  4.7 VS 4.0
Shots Tar (Last 5):  5.0 VS 4.8
Shots Tar (AHR):  4.0 VS 4.0

HT Gs (All M)):  0.6 VS 0.7
HT Gs (Last 5):  0.8 VS 1.0
HT Gs (AHR):  0.6 VS 0.7
FT Gs (All M)):  1.3 VS 1.1
FT Gs (Last 5):  1.4 VS 1.4
FT Gs (AHR):  1.3 VS 1.1

Scored at least 1 Goal (All M):  0.78 VS 0.56
Average conceded per match (All M): 1.11 VS 1.78
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.71 VS 0.56
"
52,2024-12-26,Kilmarnock,Aberdeen,"1,30","1,94",No decision Made,"Home: Kilmarnock, Away: Aberdeen
Pts (All M): 18 VS 34
Pts Against Higher: 5 VS 9
Pts (Last 5): 8 VS 6
Position: 9 VS 3

BTTS (All M): 0.43 VS 0.86
Shots (All M):  14.0 VS 12.0
Shots (Last 5):  14.0 VS 10.8
Shots (AHR):  15.8 VS 10.5

Shots Tar (All M):  3.9 VS 4.6
Shots Tar (Last 5):  4.4 VS 3.8
Shots Tar (AHR):  4.2 VS 3.7

HT Gs (All M)):  0.1 VS 0.6
HT Gs (Last 5):  0.2 VS 0.6
HT Gs (AHR):  0.0 VS 0.5
FT Gs (All M)):  1.0 VS 1.7
FT Gs (Last 5):  1.2 VS 1.8
FT Gs (AHR):  1.2 VS 1.7

Scored at least 1 Goal (All M):  0.71 VS 1.0
Average conceded per match (All M): 1.43 VS 1.43
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  0.75 VS 1.0
"
